file,line,literal,context,category
C:\Users\koosh\Dino\src\Tests\ModelSnapshotTests.cs,399,100,"= ""skeleton"", Count = 100, SpawnDelay = 0.1f, SpawnPoin",comparison
C:\Users\koosh\Dino\src\Tests\ModelSnapshotTests.cs,436,10,"ExchangeRate = 10.0f,",comparison
C:\Users\koosh\Dino\src\Tests\ModelSnapshotTests.cs,437,60,"CooldownTicks = 60,",comparison
C:\Users\koosh\Dino\src\Tests\ModelSnapshotTests.cs,438,1000,"MaxPerTransaction = 1000,",comparison
C:\Users\koosh\Dino\src\Tests\ModelSnapshotTests.cs,450,500,"ResourceCost { Food = 500, Wood = 500, Stone = 200, Iro",comparison
C:\Users\koosh\Dino\src\Tests\ModelSnapshotTests.cs,450,200,", Wood = 500, Stone = 200, Iron = 100, Gold = 50 },",comparison
C:\Users\koosh\Dino\src\Tests\ModelSnapshotTests.cs,450,100,", Stone = 200, Iron = 100, Gold = 50 },",comparison
C:\Users\koosh\Dino\src\Tests\ModelSnapshotTests.cs,450,50,"0, Iron = 100, Gold = 50 },",comparison
C:\Users\koosh\Dino\src\Tests\ModelSnapshotTests.cs,480,1800,"MaxDuration = 1800,",comparison
C:\Users\koosh\Dino\src\Tests\ModelSnapshotTests.cs,481,1000,"ResourceCost { Food = 1000, Wood = 1000, Stone = 500, Ir",comparison
C:\Users\koosh\Dino\src\Tests\ModelSnapshotTests.cs,481,500,"Wood = 1000, Stone = 500, Iron = 200, Gold = 100 },",comparison
C:\Users\koosh\Dino\src\Tests\ModelSnapshotTests.cs,481,200,", Stone = 500, Iron = 200, Gold = 100 },",comparison
C:\Users\koosh\Dino\src\Tests\ModelSnapshotTests.cs,481,100,"0, Iron = 200, Gold = 100 },",comparison
C:\Users\koosh\Dino\src\Tests\NativeInteropTests.cs,384,12345,etadata { PolyCount = 12345 };,comparison
C:\Users\koosh\Dino\src\Tests\NativeInteropTests.cs,437,5000,etadata { PolyCount = 5000 },comparison
C:\Users\koosh\Dino\src\Tests\PackDependencyResolverUnitTests.cs,226,200,LoadOrder = 200,comparison
C:\Users\koosh\Dino\src\Tests\PackDependencyResolverUnitTests.cs,232,100,LoadOrder = 100,comparison
C:\Users\koosh\Dino\src\Tests\PackManifestUnitTests.cs,71,200,LoadOrder = 200,comparison
C:\Users\koosh\Dino\src\Tests\PackStatInjectorTests.cs,143,200,"""a unit with Hp=200 must emit 'unit.stats.hp' = 2",comparison
C:\Users\koosh\Dino\src\Tests\PackSubmoduleTests.cs,42,12,(parts[1].Length == 12 || parts[1].Length == 40).Sho,comparison
C:\Users\koosh\Dino\src\Tests\PackSubmoduleTests.cs,42,40,"|| parts[1].Length == 40).Should().BeTrue(""SHA should",comparison
C:\Users\koosh\Dino\src\Tests\ParameterizedTests\BridgeFsCheckProperties.cs,43,42,"ey = ""value"", count = 42 })",comparison
C:\Users\koosh\Dino\src\Tests\ParameterizedTests\BridgeFsCheckProperties.cs,77,123,"tatus = ""ok"", frame = 123 })",comparison
C:\Users\koosh\Dino\src\Tests\ParameterizedTests\BridgeFsCheckProperties.cs,162,32,for (int i = 0; i < 32; i++) sessionKey[i] = (byte)(,comparison
C:\Users\koosh\Dino\src\Tests\ParameterizedTests\BridgeFsCheckProperties.cs,210,32,for (int i = 0; i < 32; i++) sessionKey[i] = (byte)(,comparison
C:\Users\koosh\Dino\src\Tests\ParameterizedTests\BridgeFsCheckProperties.cs,248,32,&& cachedKey.Length == 32,comparison
C:\Users\koosh\Dino\src\Tests\ParameterizedTests\BridgeFsCheckProperties.cs,270,32,for (int i = 0; i < 32; i++) key[i] = (byte)(i % 256,comparison
C:\Users\koosh\Dino\src\Tests\ParameterizedTests\DomainFsCheckProperties.cs,206,100,"Width = 100,",comparison
C:\Users\koosh\Dino\src\Tests\ParameterizedTests\DomainFsCheckProperties.cs,207,20,Height = 20,comparison
C:\Users\koosh\Dino\src\Tests\ParameterizedTests\FsCheckPrototype.cs,169,100,Health = 100,comparison
C:\Users\koosh\Dino\src\Tests\ParameterizedTests\FsCheckPrototype.cs,181,100,Health = 100,comparison
C:\Users\koosh\Dino\src\Tests\PerformanceBenchmarkTests.cs,93,100,for (int i = 0; i < 100; i++),comparison
C:\Users\koosh\Dino\src\Tests\PerformanceBenchmarkTests.cs,106,1000,for (int i = 0; i < 1000; i++),comparison
C:\Users\koosh\Dino\src\Tests\PerformanceBenchmarkTests.cs,129,50,for (int i = 0; i < 50; i++),comparison
C:\Users\koosh\Dino\src\Tests\PerformanceBenchmarkTests.cs,137,500,for (int i = 0; i < 500; i++),comparison
C:\Users\koosh\Dino\src\Tests\PerformanceBenchmarkTests.cs,158,50,for (int i = 0; i < 50; i++),comparison
C:\Users\koosh\Dino\src\Tests\PerformanceBenchmarkTests.cs,226,10,for (int i = 0; i < 10; i++),comparison
C:\Users\koosh\Dino\src\Tests\PerformanceBenchmarkTests.cs,275,1000,for (int i = 0; i < 1000; i++),comparison
C:\Users\koosh\Dino\src\Tests\PerformanceBenchmarkTests.cs,308,2021,""">=2021.3.0 <2021.4.0""  // Unity-styl",comparison
C:\Users\koosh\Dino\src\Tests\PerformanceBenchmarkTests.cs,314,250,for (int i = 0; i < 250; i++),comparison
C:\Users\koosh\Dino\src\Tests\Phase7VisualAssetIntegrationTests.cs,77,50,key count has known >= 50 bound per test design (file-b,comparison
C:\Users\koosh\Dino\src\Tests\PropertyTests.Extended.cs,374,100,"null, int loadOrder = 100)",comparison
C:\Users\koosh\Dino\src\Tests\PropertyTests.Extended.cs,473,99,"onInRange(""0.1.0"", "">=99.0.0"");",comparison
C:\Users\koosh\Dino\src\Tests\PropertyTests.Extended.cs,605,50,ResourceCost { Food = 50 },comparison
C:\Users\koosh\Dino\src\Tests\PropertyTests.cs,264,100,"null, int loadOrder = 100)",comparison
C:\Users\koosh\Dino\src\Tests\PropertyTests.cs,312,50,ResourceCost { Food = 50 },comparison
C:\Users\koosh\Dino\src\Tests\PropertyTests.cs,346,50,ResourceCost { Food = 50 },comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,37,123,"9.0"", UptimeSeconds = 123.4 });",comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,63,45776,"EntityCount = 45776,",comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,108,10,"EntityCount = 10,",comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,172,12,"nt = 8, EntityCount = 12, Category = ""unit"" }",comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,200,100,"{ Food = 100, Wood = 200, Stone = 50, Iron",comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,200,200,"{ Food = 100, Wood = 200, Stone = 50, Iron = 25, Money",comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,200,50,", Wood = 200, Stone = 50, Iron = 25, Money = 10, Souls",comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,200,25,"0, Stone = 50, Iron = 25, Money = 10, Souls = 5, Bones",comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,200,10,"0, Iron = 25, Money = 10, Souls = 5, Bones = 3, Spirit",comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,212,1920,"mp/shot.png"", Width = 1920, Height = 1080, Success = tru",comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,212,1080,"idth = 1920, Height = 1080, Success = true });",comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,249,28,"EntityCount = 28,",comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,347,1920,"X = 0, Y = 0, Width = 1920, Height = 1080 },",comparison
C:\Users\koosh\Dino\src\Tests\ProtocolSerializationTests.cs,347,1080,"idth = 1920, Height = 1080 },",comparison
C:\Users\koosh\Dino\src\Tests\RegistryErrorTests.cs,73,100,"= ""unit-1"", health = 100 };",comparison
C:\Users\koosh\Dino\src\Tests\RegistryErrorTests.cs,86,999,var health = 999;,comparison
C:\Users\koosh\Dino\src\Tests\RegistryErrorTests.cs,87,500,var maxHealth = 500;,comparison
C:\Users\koosh\Dino\src\Tests\RegistryStressTests.cs,17,1000,for (int i = 0; i < 1000; i++),comparison
C:\Users\koosh\Dino\src\Tests\RegistryStressTests.cs,23,1000,for (int i = 0; i < 1000; i++),comparison
C:\Users\koosh\Dino\src\Tests\RegistryStressTests.cs,104,100,for (int i = 0; i < 100; i++),comparison
C:\Users\koosh\Dino\src\Tests\RegistryStressTests.cs,156,500,for (int i = 0; i < 500; i++),comparison
C:\Users\koosh\Dino\src\Tests\ResourceDefinitionUnitTests.cs,333,600,rce.StorageCapacity = 600.0f;,comparison
C:\Users\koosh\Dino\src\Tests\ResourceReaderTests.cs,55,100,"Food = 100,",comparison
C:\Users\koosh\Dino\src\Tests\ResourceReaderTests.cs,56,200,"Wood = 200,",comparison
C:\Users\koosh\Dino\src\Tests\ResourceReaderTests.cs,57,300,"Stone = 300,",comparison
C:\Users\koosh\Dino\src\Tests\ResourceReaderTests.cs,58,400,"Iron = 400,",comparison
C:\Users\koosh\Dino\src\Tests\ResourceReaderTests.cs,59,500,"Money = 500,",comparison
C:\Users\koosh\Dino\src\Tests\ResourceReaderTests.cs,60,600,"Souls = 600,",comparison
C:\Users\koosh\Dino\src\Tests\ResourceReaderTests.cs,61,700,"Bones = 700,",comparison
C:\Users\koosh\Dino\src\Tests\ResourceReaderTests.cs,62,800,Spirit = 800,comparison
C:\Users\koosh\Dino\src\Tests\ResourceReaderTests.cs,154,42,esourceStub { value = 42 };,comparison
C:\Users\koosh\Dino\src\Tests\ResourceReaderTests.cs,162,73,sourceStub { amount = 73.9f };,comparison
C:\Users\koosh\Dino\src\Tests\ResourceReaderTests.cs,172,999,edValueStub { value = 999 },comparison
C:\Users\koosh\Dino\src\Tests\ResourceReaderTests.cs,301,77,edValueStub { value = 77 },comparison
C:\Users\koosh\Dino\src\Tests\ResourceReaderTests.cs,303,88,esourceStub { value = 88 };,comparison
C:\Users\koosh\Dino\src\Tests\RustInteropTests.cs,66,1000,"ssetId, VertexCount = 1000 };",comparison
C:\Users\koosh\Dino\src\Tests\RustInteropTests.cs,77,5000,"VertexCount = 5000,",comparison
C:\Users\koosh\Dino\src\Tests\RustInteropTests.cs,78,2500,"TriangleCount = 2500,",comparison
C:\Users\koosh\Dino\src\Tests\SDKCoverageTests.cs,721,42,"ame = ""Test"", Value = 42 };",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioContentLoaderTests.cs,96,600,max_duration: 600,timeout
C:\Users\koosh\Dino\src\Tests\ScenarioContentLoaderTests.cs,183,600,max_duration: 600,timeout
C:\Users\koosh\Dino\src\Tests\ScenarioContentLoaderTests.cs,235,300,max_duration: 300,timeout
C:\Users\koosh\Dino\src\Tests\ScenarioContentLoaderTests.cs,282,1800,max_duration: 1800,timeout
C:\Users\koosh\Dino\src\Tests\ScenarioContentLoaderValidationTests.cs,74,600,max_duration: 600,timeout
C:\Users\koosh\Dino\src\Tests\ScenarioContentLoaderValidationTests.cs,111,600,max_duration: 600,timeout
C:\Users\koosh\Dino\src\Tests\ScenarioContentLoaderValidationTests.cs,142,600,max_duration: 600,timeout
C:\Users\koosh\Dino\src\Tests\ScenarioContentLoaderValidationTests.cs,204,600,max_duration: 600,timeout
C:\Users\koosh\Dino\src\Tests\ScenarioDefinitionUnitTests.cs,40,600,"MaxDuration = 600,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioDomainCoverageTests.cs,487,10,"TriggerValue = 10 // Outside valid range [1, 5]",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioDomainCoverageTests.cs,576,100,"Food = 100,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioDomainCoverageTests.cs,577,50,Wood = 50,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioDomainCoverageTests.cs,582,50,e(50); // 100 * 0.5 = 50,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioDomainCoverageTests.cs,583,25,Be(25); // 50 * 0.5 = 25,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioDomainCoverageTests.cs,592,100,"Food = 100,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioDomainCoverageTests.cs,593,50,Wood = 50,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioDomainCoverageTests.cs,598,150,(150); // 100 * 1.5 = 150,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioDomainCoverageTests.cs,599,75,Be(75); // 50 * 1.5 = 75,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioPluginUnitTests.cs,189,100,"rvival, TargetValue = 100 }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioPluginUnitTests.cs,210,600,"MaxDuration = 600,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioPluginUnitTests.cs,229,600,"MaxDuration = 600,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,103,100,"lation, TargetValue = 100 }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,105,100,eState { Population = 100 }).Should().BeTrue();,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,113,500,"source, TargetValue = 500, TargetId = ""gold"" }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,116,600,"s.Resources[""gold""] = 600;",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,125,500,"source, TargetValue = 500, TargetId = ""gold"" }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,128,100,"s.Resources[""gold""] = 100;",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,137,300,"rvival, TargetValue = 300 }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,139,300,te { ElapsedSeconds = 300 }).Should().BeTrue();,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,148,50,"lation, TargetValue = 50 }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,153,10,"ave = 5, Population = 10 }).Should().BeFalse();",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,156,50,"ave = 5, Population = 50 }).Should().BeTrue();",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,210,600,"xpired, TargetValue = 600 }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,212,601,te { ElapsedSeconds = 601 }).Should().BeTrue();,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,224,10,"eState { Population = 10, CommandCenterAlive = false }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,260,60,"nTime, TriggerValue = 60 }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,264,59,te { ElapsedSeconds = 59 }).Should().BeEmpty();,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,265,60,te { ElapsedSeconds = 60 }).Should().ContainSingle();,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioRunnerTests.cs,301,10,"WaveCount = 10,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,38,100,"Food = 100,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,39,200,"Wood = 200,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,40,50,"Stone = 50,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,41,30,"Iron = 30,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,42,10,Gold = 10,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,129,10,"eWaves, TargetValue = 10 }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,137,10,State { CurrentWave = 10 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,150,100,"lation, TargetValue = 100 }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,155,100,eState { Population = 100 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,171,5000,"TargetValue = 5000,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,379,300,TargetValue = 300,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,386,200,te { ElapsedSeconds = 200 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,390,300,te { ElapsedSeconds = 300 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,394,400,te { ElapsedSeconds = 400 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,431,600,TargetValue = 600,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,438,500,te { ElapsedSeconds = 500 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,442,600,te { ElapsedSeconds = 600 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,446,1000,te { ElapsedSeconds = 1000 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,526,120,"TriggerValue = 120,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,534,100,te { ElapsedSeconds = 100 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,538,120,te { ElapsedSeconds = 120 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,557,50,"TriggerValue = 50,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,565,30,eState { Population = 30 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,569,50,eState { Population = 50 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,588,1000,"TriggerValue = 1000,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,657,25,"TriggerValue = 25,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,665,10,State { UnitsKilled = 10 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,669,25,State { UnitsKilled = 25 };,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,687,10,"WaveCount = 10,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,688,100,"ResourceCost { Food = 100, Wood = 50, Stone = 30, Iron",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,688,50,"{ Food = 100, Wood = 50, Stone = 30, Iron = 20, Gold",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,688,30,"0, Wood = 50, Stone = 30, Iron = 20, Gold = 10 },",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,688,20,"0, Stone = 30, Iron = 20, Gold = 10 },",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,688,10,"30, Iron = 20, Gold = 10 },",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,692,10,"eWaves, TargetValue = 10 }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,781,600,"MaxDuration = 600, // duration set, but no time",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,810,600,"MaxDuration = 600,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,813,600,"rvival, TargetValue = 600 }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,839,600,"MaxDuration = 600,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,846,600,"xpired, TargetValue = 600 }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,903,99,TriggerValue = 99 // beyond WaveCount=5,comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,946,100,"ource, TriggerValue = 100, TriggerTarget = null }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,988,50,"ation, TriggerValue = 50 },",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,989,100,"illed, TriggerValue = 100 }",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,1014,100,"TriggerValue = 100,",comparison
C:\Users\koosh\Dino\src\Tests\ScenarioTests.cs,1045,50,"TriggerValue = 50,",comparison
C:\Users\koosh\Dino\src\Tests\ScriptedEventUnitTests.cs,72,10,vent { TriggerValue = 10 };,comparison
C:\Users\koosh\Dino\src\Tests\ScriptedEventUnitTests.cs,183,120,"TriggerValue = 120,",comparison
C:\Users\koosh\Dino\src\Tests\ScriptedEventUnitTests.cs,198,500,"TriggerValue = 500,",comparison
C:\Users\koosh\Dino\src\Tests\ScriptedEventUnitTests.cs,213,1000,"TriggerValue = 1000,",comparison
C:\Users\koosh\Dino\src\Tests\SdkAssetEdgeCaseTests.cs,179,100,for (int i = 0; i < 100; i++),comparison
C:\Users\koosh\Dino\src\Tests\SdkPolyglotIntegrationTests.cs,118,100,LoadOrder = 100,comparison
C:\Users\koosh\Dino\src\Tests\SdkPolyglotIntegrationTests.cs,130,200,LoadOrder = 200,comparison
C:\Users\koosh\Dino\src\Tests\SdkPolyglotIntegrationTests.cs,142,300,LoadOrder = 300,comparison
C:\Users\koosh\Dino\src\Tests\SdkPolyglotIntegrationTests.cs,185,100,LoadOrder = 100,comparison
C:\Users\koosh\Dino\src\Tests\SdkPolyglotIntegrationTests.cs,216,100,LoadOrder = 100,comparison
C:\Users\koosh\Dino\src\Tests\SdkPolyglotIntegrationTests.cs,228,200,LoadOrder = 200,comparison
C:\Users\koosh\Dino\src\Tests\SdkPolyglotIntegrationTests.cs,334,100,LoadOrder = 100,comparison
C:\Users\koosh\Dino\src\Tests\SdkPolyglotIntegrationTests.cs,346,200,LoadOrder = 200,comparison
C:\Users\koosh\Dino\src\Tests\SkillWaveSquadTests.cs,80,50,"= ""skeleton"", Count = 50, SpawnDelay = 0.1f }",comparison
C:\Users\koosh\Dino\src\Tests\SkillWaveSquadTests.cs,136,30,"MaxSize = 30,",comparison
C:\Users\koosh\Dino\src\Tests\SkillWaveSquadTests.cs,158,20,"""Infantry"", MaxSize = 20 };",comparison
C:\Users\koosh\Dino\src\Tests\SkillWaveSquadTests.cs,159,40,"Infantry"", MaxSize = 40 };",comparison
C:\Users\koosh\Dino\src\Tests\Support\TestWait.cs,20,50,"int pollMs = 50,",comparison
C:\Users\koosh\Dino\src\Tests\Support\TestWait.cs,41,50,"int pollMs = 50,",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,69,100,", float> { [""food""] = 100, [""gold""] = 0 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,70,10,", float> { [""food""] = 10, [""gold""] = -5 }; // surplus",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,84,100,", float> { [""food""] = 100 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,85,10,", float> { [""food""] = 10, [""gold""] = -5 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,98,10,", float> { [""food""] = 10, [""gold""] = -5 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,110,100,", float> { [""food""] = 100, [""gold""] = 50 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,110,50,"d""] = 100, [""gold""] = 50 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,111,10,", float> { [""food""] = 10, [""gold""] = 5 }; // no defici",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,123,100,", float> { [""food""] = 100 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,136,100,", float> { [""food""] = 100, [""gold""] = 0 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,137,10,", float> { [""food""] = 10, [""gold""] = -5 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,141,25,".Be(25f); // 50 / 2 = 25, capped by MaxPerTransaction",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,149,100,", float> { [""food""] = 100 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,150,10,", float> { [""food""] = 10, [""gold""] = -5 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,227,100,", float> { [""food""] = 100 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,240,100,", float> { [""wood""] = 100 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,253,100,", float> { [""food""] = 100, [""gold""] = 0 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,254,10,", float> { [""food""] = 10, [""gold""] = -5 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,269,100,", float> { [""food""] = 100 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,270,10,", float> { [""food""] = 10, [""gold""] = -5 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,283,100,", float> { [""food""] = 100 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,284,10,", float> { [""food""] = 10, [""gold""] = -5 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,300,100,", float> { [""food""] = 100, [""wood""] = 100 };",comparison
C:\Users\koosh\Dino\src\Tests\TradeEngineCoverageTests.cs,301,10,", float> { [""food""] = 10, [""wood""] = 10, [""gold""] = -5",comparison
C:\Users\koosh\Dino\src\Tests\TradeRouteDefinitionUnitTests.cs,261,10000,ExchangeRate = 10000.0f,comparison
C:\Users\koosh\Dino\src\Tests\UIPluginUnitTests.cs,145,50,Height = 50,comparison
C:\Users\koosh\Dino\src\Tests\UIPluginUnitTests.cs,164,100,"Width = 100,",comparison
C:\Users\koosh\Dino\src\Tests\UIPluginUnitTests.cs,244,100,"Width = 100,",comparison
C:\Users\koosh\Dino\src\Tests\UIPluginUnitTests.cs,245,50,Height = 50,comparison
C:\Users\koosh\Dino\src\Tests\UiAutomation\CompanionDashboardTests.cs,90,1500,Thread.Sleep(1500);,sleep
C:\Users\koosh\Dino\src\Tests\UiAutomation\CompanionDebugPanelTests.cs,55,800,Thread.Sleep(800);,sleep
C:\Users\koosh\Dino\src\Tests\UiAutomation\CompanionDebugPanelTests.cs,71,800,Thread.Sleep(800);,sleep
C:\Users\koosh\Dino\src\Tests\UiAutomation\CompanionDebugPanelTests.cs,91,800,Thread.Sleep(800);,sleep
C:\Users\koosh\Dino\src\Tests\UiAutomation\CompanionFixture.cs,66,600,Thread.Sleep(600);,sleep
C:\Users\koosh\Dino\src\Tests\UiAutomation\CompanionFixture.cs,116,3000,"onId, int timeoutMs = 3000)",comparison
C:\Users\koosh\Dino\src\Tests\UiAutomation\CompanionFixture.cs,129,100,Thread.Sleep(100);,sleep
C:\Users\koosh\Dino\src\Tests\UiAutomation\CompanionPackListTests.cs,60,600,Thread.Sleep(600);,sleep
C:\Users\koosh\Dino\src\Tests\UiAutomation\CompanionPackToggleTests.cs,33,300,Thread.Sleep(300);,sleep
C:\Users\koosh\Dino\src\Tests\UiAutomation\CompanionSettingsTests.cs,113,600,Thread.Sleep(600); // Allow SaveAsync to comple,sleep
C:\Users\koosh\Dino\src\Tests\UiAutomation\CompanionShortcutTests.cs,30,100,Thread.Sleep(100);,sleep
C:\Users\koosh\Dino\src\Tests\UiAutomation\CompanionShortcutTests.cs,51,100,Thread.Sleep(100);,sleep
C:\Users\koosh\Dino\src\Tests\UiAutomation\CompanionStatusBarTests.cs,60,500,Thread.Sleep(500);,sleep
