file,line,literal,context,category
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,225,255,"ThemeThemeColor { R = 255, G = 255, B = 255, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,226,255,"0, G = 0, B = 0, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,236,255,"ThemeThemeColor { R = 255, G = 255, B = 255, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,237,255,"0, G = 0, B = 0, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,247,128,"ThemeThemeColor { R = 128, G = 128, B = 128, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,247,255,"G = 128, B = 128, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,257,200,"ThemeThemeColor { R = 200, G = 200, B = 200, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,257,255,"G = 200, B = 200, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,258,50,"ThemeThemeColor { R = 50, G = 50, B = 50, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,258,255,", G = 50, B = 50, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,271,255,"ThemeThemeColor { R = 255, G = 0, B = 0, A = 255 }",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,296,255,"emeColor { R = 0, G = 255, B = 0, A = 255 }",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,310,255,"ThemeThemeColor { R = 255, G = 255, B = 255, A = 255 },",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,311,255,"0, G = 0, B = 0, A = 255 },  // Black background",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,312,255,"0, G = 0, B = 0, A = 255 }  // Black hover = high cont",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,325,128,"ThemeThemeColor { R = 128, G = 128, B = 128, A = 255 },",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,325,255,"G = 128, B = 128, A = 255 },",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,326,200,"ThemeThemeColor { R = 200, G = 200, B = 200, A = 255 }",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,326,255,"G = 200, B = 200, A = 255 }",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,386,255,"ThemeThemeColor { R = 255, G = 0, B = 0, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,397,100,"ThemeThemeColor { R = 100, G = 100, B = 100, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,397,255,"G = 100, B = 100, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,409,250,"ThemeThemeColor { R = 250, G = 250, B = 250, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,409,255,"G = 250, B = 250, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,421,200,"ThemeThemeColor { R = 200, G = 200, B = 200, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,421,255,"G = 200, B = 200, A = 255 };",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,452,300,"Width = 300,",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,453,100,"Height = 100,",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,610,200,"Width = 200,",comparison
C:\Users\koosh\Dino\src\Tests\UiDomainCoverageTests.cs,611,50,Height = 50,comparison
C:\Users\koosh\Dino\src\Tests\VFXPoolLogicTests.cs,178,50,if (distance <= 50),comparison
C:\Users\koosh\Dino\src\Tests\VFXPoolLogicTests.cs,180,500,if (distance >= 500),comparison
C:\Users\koosh\Dino\src\Tests\VanillaCatalogErrorTests.cs,90,100,"tity = new { health = 100, armor = 10 };",comparison
C:\Users\koosh\Dino\src\Tests\VanillaCatalogErrorTests.cs,90,10,"health = 100, armor = 10 };",comparison
C:\Users\koosh\Dino\src\Tests\VanillaCatalogErrorTests.cs,100,100,tity = new { health = 100 };,comparison
C:\Users\koosh\Dino\src\Tests\VictoryConditionUnitTests.cs,71,500,ition { TargetValue = 500 };,comparison
C:\Users\koosh\Dino\src\Tests\VictoryConditionUnitTests.cs,130,1000,"TargetValue = 1000,",comparison
C:\Users\koosh\Dino\src\Tests\WarfareComprehensiveTests.cs,63,50,"ResourceCost { Food = 50, Wood = 30, Iron = 10 }",comparison
C:\Users\koosh\Dino\src\Tests\WarfareComprehensiveTests.cs,63,30,"t { Food = 50, Wood = 30, Iron = 10 }",comparison
C:\Users\koosh\Dino\src\Tests\WarfareComprehensiveTests.cs,63,10,"50, Wood = 30, Iron = 10 }",comparison
C:\Users\koosh\Dino\src\Tests\WarfareComprehensiveTests.cs,210,100,"ResourceCost { Food = 100, Wood = 50, Stone = 30, Iron",comparison
C:\Users\koosh\Dino\src\Tests\WarfareComprehensiveTests.cs,210,50,"{ Food = 100, Wood = 50, Stone = 30, Iron = 20, Gold",comparison
C:\Users\koosh\Dino\src\Tests\WarfareComprehensiveTests.cs,210,30,"0, Wood = 50, Stone = 30, Iron = 20, Gold = 10 }",comparison
C:\Users\koosh\Dino\src\Tests\WarfareComprehensiveTests.cs,210,20,"0, Stone = 30, Iron = 20, Gold = 10 }",comparison
C:\Users\koosh\Dino\src\Tests\WarfareComprehensiveTests.cs,210,10,"30, Iron = 20, Gold = 10 }",comparison
C:\Users\koosh\Dino\src\Tests\WarfareComprehensiveTests.cs,326,50,ResourceCost { Food = 50 },comparison
C:\Users\koosh\Dino\src\Tests\WarfareComprehensiveTests.cs,427,100,"UnitId = ""a"", Count = 100 },",comparison
C:\Users\koosh\Dino\src\Tests\WarfareComprehensiveTests.cs,428,50,"UnitId = ""b"", Count = 50 }",comparison
C:\Users\koosh\Dino\src\Tests\WarfareComprehensiveTests.cs,453,10,"UnitId = ""a"", Count = 10, SpawnPoint = ""north"" }",comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,98,50,"ResourceCost { Food = 50, Wood = 30 }",comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,98,30,"t { Food = 50, Wood = 30 }",comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,148,100,ResourceCost { Food = 100 },comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,414,10,"d = ""unit_a"", Count = 10 },",comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,485,50,ResourceCost { Food = 50 },comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,503,50,ResourceCost { Food = 50 } },comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,509,50,ResourceCost { Food = 50 } },comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,526,100,"new UnitStats { Hp = 100, Damage = 10, Speed = 5, Cost",comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,526,10,"{ Hp = 100, Damage = 10, Speed = 5, Cost = new Resour",comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,526,30,ResourceCost { Food = 30 } },comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,533,150,"new UnitStats { Hp = 150, Damage = 15, Speed = 4, Cost",comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,533,15,"{ Hp = 150, Damage = 15, Speed = 4, Cost = new Resour",comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,533,40,ResourceCost { Food = 40 } },comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,541,200,"new UnitStats { Hp = 200, Damage = 20, Speed = 3, Cost",comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,541,20,"{ Hp = 200, Damage = 20, Speed = 3, Cost = new Resour",comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,541,60,ResourceCost { Food = 60 } },comparison
C:\Users\koosh\Dino\src\Tests\WarfareTests.cs,637,10,"= ""militia"", Count = 10 }",comparison
C:\Users\koosh\Dino\src\Tests\WaveInjectorTests.cs,39,10,request.SpawnX = 10.5f;,comparison
C:\Users\koosh\Dino\src\Tests\WaveInjectorTests.cs,40,20,request.SpawnZ = 20.3f;,comparison
C:\Users\koosh\Dino\src\Tests\WinConditionDefinitionUnitTests.cs,113,500,"eters[""population""] = 500;",comparison
C:\Users\koosh\Dino\src\Tests\WinConditionDefinitionUnitTests.cs,122,75,"meters[""threshold""] = 75.5;",comparison
C:\Users\koosh\Dino\src\Tests\WinConditionDefinitionUnitTests.cs,132,100,"eters[""percentage""] = 100;",comparison
C:\Users\koosh\Dino\src\Tests\_validate_draft\ModelValidationTests.cs,32,10,"st { Food = 0, Wood = 10, Stone = 20, Iron = 30, Gold",comparison
C:\Users\koosh\Dino\src\Tests\_validate_draft\ModelValidationTests.cs,32,20,"0, Wood = 10, Stone = 20, Iron = 30, Gold = 40, Popula",comparison
C:\Users\koosh\Dino\src\Tests\_validate_draft\ModelValidationTests.cs,32,30,"0, Stone = 20, Iron = 30, Gold = 40, Population = 5 };",comparison
C:\Users\koosh\Dino\src\Tests\_validate_draft\ModelValidationTests.cs,32,40,"20, Iron = 30, Gold = 40, Population = 5 };",comparison
C:\Users\koosh\Dino\src\Tests\_validate_draft\ModelValidationTests.cs,62,20,"est Squad"", MinSize = 20, MaxSize = 10 };",comparison
C:\Users\koosh\Dino\src\Tests\_validate_draft\ModelValidationTests.cs,62,10,"nSize = 20, MaxSize = 10 };",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\AssetLibraryCommand.cs,76,50,"ultValueFactory = _ => 50,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\AssetLibraryCommand.cs,193,20,"ultValueFactory = _ => 20,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\AssetctlCommand.cs,59,10,"ultValueFactory = _ => 10,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\AssetctlCommand.cs,279,3000,"ultValueFactory = _ => 3000,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\AssetctlCommand.cs,622,10,"ultValueFactory = _ => 10,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\AssetctlPipeline.cs,174,3000,int targetPolycount = 3000),comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\AssetctlPipeline.cs,1079,3200,"PolycountEstimate = 3200,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\AssetctlPipeline.cs,1100,2900,"PolycountEstimate = 2900,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\AssetctlPipeline.cs,1121,1600,"PolycountEstimate = 1600,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\AssetctlPipeline.cs,1142,1400,"PolycountEstimate = 1400,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\AssetctlPipeline.cs,1163,7200,"PolycountEstimate = 7200,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\AssetctlPipeline.cs,1184,200,"PolycountEstimate = 200,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\AssetctlPipeline.cs,1205,5000,"PolycountEstimate = 5000,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Commands\SearchCommand.cs,25,10,"ultValueFactory = _ => 10,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\SketchfabConfiguration.cs,18,2000,layMs { get; set; } = 2000;,comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\SketchfabConfiguration.cs,33,30,conds { get; set; } = 30;,comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\AssetDownloader.cs,203,20,"int pageSize = 20,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\AssetDownloader.cs,789,365,var yearAgo = 365;,comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\AssetDownloader.cs,867,100,fest.AssetId.Length > 100),comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\AssetDownloader.cs,892,5000,fault { get; set; } = 5000;,comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\AssetDownloader.cs,935,20,dates { get; set; } = 20;,comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\ISketchfabAdapter.cs,34,10,"int limit = 10,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\SketchfabAdapter.cs,39,10,"int limit = 10,",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\SketchfabClient.cs,196,60,t retryAfterSeconds = 60;,comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\SketchfabClient.cs,211,500,response.StatusCode >= 500),comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\SketchfabClient.cs,304,60,t retryAfterSeconds = 60;,comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\SketchfabClient.cs,319,500,response.StatusCode >= 500),comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\SketchfabClient.cs,590,500,">= 500 => ""Pro"",",comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\SketchfabClient.cs,703,30,conds { get; set; } = 30;,comparison
C:\Users\koosh\Dino\src\Tools\Cli\Assetctl\Sketchfab\SketchfabClient.cs,842,20,Limit { get; set; } = 20;,comparison
C:\Users\koosh\Dino\src\Tools\Cli\Commands\RecordCommand.cs,255,4096,(outputPath).Length < 4096),comparison
C:\Users\koosh\Dino\src\Tools\Cli\Commands\RecordCommand.cs,297,1024,while (size >= 1024 && order < sizes.Length - 1),comparison
C:\Users\koosh\Dino\src\Tools\Cli\Commands\RecordCommand.cs,300,1024,size /= 1024;,comparison
C:\Users\koosh\Dino\src\Tools\Cli\Commands\UiWaitCommand.cs,33,5000,meout == 0) timeout = 5000;,comparison
C:\Users\koosh\Dino\src\Tools\DesktopCompanion\Data\AppConfig.cs,16,2000,valMs { get; set; } = 2000;,comparison
C:\Users\koosh\Dino\src\Tools\DesktopCompanion\Data\AppConfigService.cs,59,2000,ReloadIntervalMs = 2000,comparison
C:\Users\koosh\Dino\src\Tools\DesktopCompanion\Data\PackViewModel.cs,61,100,rder { get; init; } = 100;,comparison
C:\Users\koosh\Dino\src\Tools\DesktopCompanion\ViewModels\SettingsViewModel.cs,23,2000,valMs { get; set; } = 2000;,comparison
C:\Users\koosh\Dino\src\Tools\DumpTools\GameLaunchAnalyzer.cs,259,14,512);  // Capacity ~= 14 appends × 36 chars,comparison
C:\Users\koosh\Dino\src\Tools\GameControlCli\Program.cs,106,30000,s(int readTimeoutMs = 30000),comparison
C:\Users\koosh\Dino\src\Tools\GameControlCli\Program.cs,778,30000,while (waited < 30000),comparison
C:\Users\koosh\Dino\src\Tools\GameControlCli\Program.cs,781,1500,waited += 1500;,comparison
C:\Users\koosh\Dino\src\Tools\GameControlCli\Program.cs,785,50000,dStatus.EntityCount > 50000),comparison
C:\Users\koosh\Dino\src\Tools\Installer\GUI\ViewModels\ProgressPageViewModel.cs,133,100,ProgressValue = 100;,comparison
C:\Users\koosh\Dino\src\Tools\Installer\GUI\ViewModels\ProgressPageViewModel.cs,208,100,ProgressValue = 100;,comparison
C:\Users\koosh\Dino\src\Tools\Installer\GUI\ViewModels\ProgressPageViewModel.cs,274,100,ProgressValue = 100;,comparison
C:\Users\koosh\Dino\src\Tools\McpServer\GameProcessManager.cs,130,10,for (int i = 0; i < 10; i++),comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameCaptureHelper.cs,91,1000,(outputPath).Length > 1000;,comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameCaptureHelper.cs,123,1000,(outputPath).Length > 1000;,comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameCaptureHelper.cs,203,1000,(outputPath).Length > 1000;,comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameCaptureHelper.cs,254,10,if (raw[p] > 10 || raw[p + 1] > 10 || raw[p +,comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameCaptureHelper.cs,256,10,if (nonBlack < 10) continue; // Skip black fram,comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameCaptureHelper.cs,263,1000,(outputPath).Length > 1000),comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameInputHelper.cs,233,50,tem.Threading.Thread.Sleep(50); // Let focus settle,sleep
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameInputHelper.cs,244,50,tem.Threading.Thread.Sleep(50); // Let input register,sleep
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameInputTool.cs,107,100,"y (key=F9), click (x=100,y=200,button=left), move (x=1",comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameInputTool.cs,107,200,"=F9), click (x=100,y=200,button=left), move (x=100,y=2",comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameInputTool.cs,457,50,tem.Threading.Thread.Sleep(50); // Let focus settle,sleep
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameInputTool.cs,468,50,tem.Threading.Thread.Sleep(50); // Let input register,sleep
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameLaunchTool.cs,59,12,ttempt = 0; attempt < 12; attempt++),comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameNavigateTool.cs,27,1000,"000)"")] int delayMs = 1000,",comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameScreenshotTool.cs,126,24,if (read < 24 || buffer[0] != 137 || buffer,comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameScreenshotTool.cs,126,137,d < 24 || buffer[0] != 137 || buffer[1] != 80 || buffer[,comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameScreenshotTool.cs,126,80,!= 137 || buffer[1] != 80 || buffer[2] != 78 || buffer[,comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameScreenshotTool.cs,126,78,!= 80 || buffer[2] != 78 || buffer[3] != 71),comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameScreenshotTool.cs,126,71,!= 78 || buffer[3] != 71),comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameScreenshotTool.cs,132,24,width = (buffer[16] << 24) | (buffer[17] << 16) | (buff,comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameScreenshotTool.cs,132,16,< 24) | (buffer[17] << 16) | (buffer[18] << 8) | buffer,comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameScreenshotTool.cs,134,24,eight = (buffer[20] << 24) | (buffer[21] << 16) | (buff,comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameScreenshotTool.cs,134,16,< 24) | (buffer[21] << 16) | (buffer[22] << 8) | buffer,comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameWaitAndScreenshotTool.cs,26,30,"int timeoutSeconds = 30,",comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameWaitAndScreenshotTool.cs,27,1000,"int pollIntervalMs = 1000,",comparison
C:\Users\koosh\Dino\src\Tools\McpServer\Tools\GameWaitAndScreenshotTool.cs,153,10,th.Abs(a[i] - b[i]) > 10),comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Models\AssetConfig.cs,194,10,onds { get; init; } = 10;,comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Models\AssetConfig.cs,200,120,onds { get; init; } = 120;,comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Models\OptimizedAsset.cs,45,100,D0Max { get; set; } = 100;,comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Models\OptimizedAsset.cs,48,50,D0Min { get; set; } = 50;,comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Models\OptimizedAsset.cs,51,50,D1Min { get; set; } = 50;,comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Models\OptimizedAsset.cs,52,20,D1Max { get; set; } = 20;,comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Models\OptimizedAsset.cs,55,20,D2Min { get; set; } = 20;,comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Program.cs,464,250,(description.Length > 250),comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Program.cs,556,1024,while (size >= 1024 && order < suffixes.Length -,comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Program.cs,559,1024,size /= 1024;,comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\AddressablesService.cs,56,114,"b.AppendLine(""--- !u!114 &11400000"");",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\AddressablesService.cs,107,22,512);  // Capacity ~= 22 appends × 24 chars (YAML line,comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\AddressablesService.cs,110,114,"b.AppendLine(""--- !u!114 &11400000"");",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\AssetOptimizationService.cs,366,100,"LOD0Max = 100,",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\AssetOptimizationService.cs,377,100,"LOD0Max = 100,",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\AssetOptimizationService.cs,378,50,"LOD0Min = 50,",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\AssetOptimizationService.cs,379,50,"LOD1Min = 50,",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\AssetOptimizationService.cs,380,20,"LOD1Max = 20,",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\AssetOptimizationService.cs,381,20,LOD2Min = 20,comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\AssetValidationService.cs,206,60,mizationTimeSeconds > 60),comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\PrefabGenerationService.cs,38,17,512);  // Capacity ~= 17 appends × 30 chars (prefab YA,comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\PrefabGenerationService.cs,92,33,"b.AppendLine(""--- !u!33 &"" + GenerateGUID());",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\PrefabGenerationService.cs,101,23,"b.AppendLine(""--- !u!23 &"" + GenerateGUID());",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\PrefabGenerationService.cs,152,198,"b.AppendLine(""--- !u!198 &"" + GenerateGUID());",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\PrefabGenerationService.cs,191,95,"b.AppendLine(""--- !u!95 &"" + GenerateGUID());",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\PrefabGenerationService.cs,213,1027,"b.AppendLine(""--- !u!1027 &"" + GenerateGUID());",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Services\PrefabGenerationService.cs,225,100000,long _fileIdCounter = 100000;,comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Tests\AssetPipelineTests.cs,69,5000,"PolyCountTarget = 5000,",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Tests\AssetPipelineTests.cs,114,5000,"PolyCountTarget = 5000,",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Tests\AssetPipelineTests.cs,161,1000,"PolyCountTarget = 1000,  // Matches actual polycount",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Tests\AssetPipelineTests.cs,212,1000,"PolyCountTarget = 1000,",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Tests\AssetPipelineTests.cs,263,5000,"PolyCountTarget = 5000,",comparison
C:\Users\koosh\Dino\src\Tools\PackCompiler\Tests\AssetPipelineTests.cs,321,5000,"PolyCountTarget = 5000,",comparison
C:\Users\koosh\Dino\src\Tools\VFXPrefabGenerator\VFXPrefabGenerator.cs,155,20,main.startSpeed = 20.0f;,comparison
C:\Users\koosh\Dino\src\Tools\VFXPrefabGenerator\VFXPrefabGenerator.cs,166,80,main.maxParticles = 80;,comparison
C:\Users\koosh\Dino\src\Tools\VFXPrefabGenerator\VFXPrefabGenerator.cs,184,100,main.maxParticles = 100;,comparison
C:\Users\koosh\Dino\src\Tools\VFXPrefabGenerator\VFXPrefabGenerator.cs,203,50,main.maxParticles = 50;,comparison
C:\Users\koosh\Dino\src\Tools\VFXPrefabGenerator\VFXPrefabGenerator.cs,222,120,main.maxParticles = 120;,comparison
C:\Users\koosh\Dino\src\Tools\VFXPrefabGenerator\VFXPrefabGenerator.cs,241,150,main.maxParticles = 150;,comparison
C:\Users\koosh\Dino\src\Tools\VFXPrefabGenerator\VFXPrefabGenerator.cs,260,200,main.maxParticles = 200;,comparison
C:\Users\koosh\Dino\src\Tools\VFXPrefabGenerator\VFXPrefabGenerator.cs,292,3000,mat.renderQueue = 3000; // Transparent queue for add,comparison
